index,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,search_term,radius_size_km,lat_long,area_block,country
3,OPERATIONAL,"{'location': {'lat': 52.5221006, 'lng': 13.401231}, 'viewport': {'northeast': {'lat': 52.52361062989272, 'lng': 13.40219497989272}, 'southwest': {'lat': 52.52091097010727, 'lng': 13.39949532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101607382222005741496"">Juhee K</a>'], 'photo_reference': 'Aap_uEBWnyGIESevLU5q5-ySEb6iQFP6uIAN-CK3HmWpwXlwUscTDso_cMpkpXoq0GdWiWr5oOrUZ5OsQRnJtb8lCUtNoOT2SmjNz3G4FKnzjHkfkBY4Lf8J18XDD-ptXc5zFgZ-JcM7cQUw3gA_AlgbiRv6XOn9__tSt7-WpdunK3AkleEH', 'width': 4032}]",ChIJz5gDUR9OqEcRrRGJr5kpzcw,"{'compound_code': 'GCC2+RF Berlin', 'global_code': '9F4MGCC2+RF'}",4.1,ChIJz5gDUR9OqEcRrRGJr5kpzcw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",560.0,"Henriette-Herz-Platz 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.403535774334225",Berlin-Mitte,Germany
4,OPERATIONAL,"{'location': {'lat': 52.52194650000001, 'lng': 13.4077519}, 'viewport': {'northeast': {'lat': 52.52319487989272, 'lng': 13.40923982989272}, 'southwest': {'lat': 52.52049522010728, 'lng': 13.40654017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Tchibo im Supermarkt,{'open_now': True},,ChIJIe9PSBRPqEcRFpQuacapvzs,"{'compound_code': 'GCC5+Q4 Berlin', 'global_code': '9F4MGCC5+Q4'}",0.0,ChIJIe9PSBRPqEcRFpQuacapvzs,GOOGLE,"['food', 'point_of_interest', 'store', 'establishment']",0.0,"Haus Ungarn, Karl-Liebknecht-Str. 13, Berlin",supermarkt,0.07,"52.523294945572125, 13.403535774334225",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5240269, 'lng': 13.4029993}, 'viewport': {'northeast': {'lat': 52.52537672989272, 'lng': 13.40434912989272}, 'southwest': {'lat': 52.52267707010728, 'lng': 13.40164947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA Rosenthaler Straße,{'open_now': True},"[{'height': 5304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108101447098471489336"">A Google User</a>'], 'photo_reference': 'Aap_uEA3q6ymsWJyKl4uW8RZvbWcW4nn0QGAprJZrNvDHbr66k_4mEPRAeIfE1iHiAmfdmMTH_qpxWGvVX7m_1WN6OSwGYQ1ERReb4BPxQa7anISvkDOwYHGskAIzOfX5xv4T74nJFU8CD8dss7AiqoRuf-5F0Sw7tSeSx3JYRtx5_szOtxq', 'width': 7952}]",ChIJj9lI4eBRqEcRKu3Fcisu1Qk,"{'compound_code': 'GCF3+J5 Berlin', 'global_code': '9F4MGCF3+J5'}",3.6,ChIJj9lI4eBRqEcRKu3Fcisu1Qk,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",104.0,"Rosenthaler Str. 43-45, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5221378, 'lng': 13.4034721}, 'viewport': {'northeast': {'lat': 52.52323837989272, 'lng': 13.40490642989272}, 'southwest': {'lat': 52.52053872010728, 'lng': 13.40220677010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116216202357062578677"">Kevin Bettin</a>'], 'photo_reference': 'Aap_uEAnhA7q5pqNKvHUF5ZLEglkgbgbq5JG6JdmfHlRFDc0nR7gx4O-FleGniTkUH2o3I_shAZ4uYnEw_Bg8cA8GTpsBV6DTDtIsAMyd4H93kuz_HiIdQxX5dNbIHx3muWy7M2SPQYXSrCApCRkd1mzy2FVGQuP0qoMs5I4E-bhyyMmptSp', 'width': 3024}]",ChIJmQtpiOBRqEcRqBjTGY_LvHI,"{'compound_code': 'GCC3+V9 Berlin', 'global_code': '9F4MGCC3+V9'}",3.9,ChIJmQtpiOBRqEcRqBjTGY_LvHI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1116.0,"Litfaß-Platz 4, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5222845, 'lng': 13.4080578}, 'viewport': {'northeast': {'lat': 52.52356842989272, 'lng': 13.40879505}, 'southwest': {'lat': 52.52086877010727, 'lng': 13.40584605}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Kaufland Berlin-Mitte,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108031349055809419348"">Johannes Nieke</a>'], 'photo_reference': 'Aap_uEAzDdN9x8DFeKPzc3RzDQhiE0N69H_o3BIRj5UVO0JR8x9m4obQOCTPFaWSvDczKBXcLWtWXkAWPeJKi88NtiBWlE3em_8jmbK8bKPGFQYDFmRJKmpF-YGeJXxMamCg7S7rti61jOmBQPtlBu7C8dskfKgV3Q8qJzfZoGl_peATuB7z', 'width': 4608}]",ChIJ3z5s5B9OqEcRNhTDwzwxE-M,"{'compound_code': 'GCC5+W6 Berlin', 'global_code': '9F4MGCC5+W6'}",4.2,ChIJ3z5s5B9OqEcRNhTDwzwxE-M,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",3611.0,"Parkplatz über Rochstraße zu erreichen, Karl-Liebknecht-Str. 13, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
3,OPERATIONAL,"{'location': {'lat': 52.5216566, 'lng': 13.4094093}, 'viewport': {'northeast': {'lat': 52.52319162989271, 'lng': 13.41033117989272}, 'southwest': {'lat': 52.52049197010727, 'lng': 13.40763152010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113002116842332694909"">A Google User</a>'], 'photo_reference': 'Aap_uEA26Sib8gLDq229rMYeawqOdMEMHMKS2vAlGJ2scUM9NsUK9-p4H3Wn5Z51afYRsVJmTesyvpLNRq1jl-lCDbAzsvVogF-sDsLruCciOrjBKFDbhHiz2z51TualLvrqshBdLgwhA7GG201Ia3SX1Ic5QX4LYwDr635fK9EwzM69aVLQ', 'width': 4032}]",ChIJz5gDUR9OqEcRZK0QRhnofcM,"{'compound_code': 'GCC5+MQ Berlin', 'global_code': '9F4MGCC5+MQ'}",3.8,ChIJz5gDUR9OqEcRZK0QRhnofcM,GOOGLE,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",252.0,"Panoramastraße 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
4,OPERATIONAL,"{'location': {'lat': 52.52194650000001, 'lng': 13.4077519}, 'viewport': {'northeast': {'lat': 52.52319487989272, 'lng': 13.40923982989272}, 'southwest': {'lat': 52.52049522010728, 'lng': 13.40654017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Tchibo im Supermarkt,{'open_now': True},,ChIJIe9PSBRPqEcRFpQuacapvzs,"{'compound_code': 'GCC5+Q4 Berlin', 'global_code': '9F4MGCC5+Q4'}",0.0,ChIJIe9PSBRPqEcRFpQuacapvzs,GOOGLE,"['food', 'point_of_interest', 'store', 'establishment']",0.0,"Haus Ungarn, Karl-Liebknecht-Str. 13, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
5,OPERATIONAL,"{'location': {'lat': 52.5221006, 'lng': 13.401231}, 'viewport': {'northeast': {'lat': 52.52361062989272, 'lng': 13.40219497989272}, 'southwest': {'lat': 52.52091097010727, 'lng': 13.39949532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101607382222005741496"">Juhee K</a>'], 'photo_reference': 'Aap_uEA6YfagvVAe7GiiSrLoG_rEwzGzTTjU8CwbC_o9j6Q-e7jrovxtm-d90Ex0OVe9LfnbhqI3Z5tmZrcwJH7xqsYwasDgUdztWkWCyBzIJp68TGinCnWyyCLdKMVkG5nOzCLncVzht5tDwYtgE0e42zrGrm63uDiSbJ-XJgMpZ-b6S3nA', 'width': 4032}]",ChIJz5gDUR9OqEcRrRGJr5kpzcw,"{'compound_code': 'GCC2+RF Berlin', 'global_code': '9F4MGCC2+RF'}",4.1,ChIJz5gDUR9OqEcRrRGJr5kpzcw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",560.0,"Henriette-Herz-Platz 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.405598409652765",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5200014, 'lng': 13.3880047}, 'viewport': {'northeast': {'lat': 52.52126187989273, 'lng': 13.38922437989272}, 'southwest': {'lat': 52.51856222010728, 'lng': 13.38652472010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA City Markt,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808654998046341741"">Luke Biernbaum</a>'], 'photo_reference': 'Aap_uEC1UOTyaX2p4BGj_2tzcBN3_5BADwp9FXSFypU74R8KSpIc7pWtkdZwpJhyJpJTNg_5KZQ0UqpDlZAE2Lg-vsNQx8MT3csj2QtYfTgTOInoH3yAWdY47wG09hAIJANMnnTBChYACVv8dcw4fEY019utrE3KKcbuWxwTf1ADsmqh98wT', 'width': 4032}]",ChIJ8xxleelRqEcRtn5gqyNhHvA,"{'compound_code': 'G9CQ+26 Berlin', 'global_code': '9F4MG9CQ+26'}",4.0,ChIJ8xxleelRqEcRtn5gqyNhHvA,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2195.0,"Friedrichstraße 142, Berlin",supermarkt,0.07,"52.522036826906415, 13.384972056467369",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5204606, 'lng': 13.3885857}, 'viewport': {'northeast': {'lat': 52.52186642989273, 'lng': 13.38974802989272}, 'southwest': {'lat': 52.51916677010728, 'lng': 13.38704837010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 2903, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108564775745102090173"">Xiaoqiu QIU</a>'], 'photo_reference': 'Aap_uEC_X9myXoSbIrBrx9DC_9Yt6UHQ5gjKvP080AbIkOPbUjd_jGeNWAXaU5gG_404cRlaIFJeMPrQNvLTQa5jUFp1cBjRKqmv3Um_McfsDlSFUeAwVcqwB732F64cv5tR7-Uxbai-d8koilmcQNT4scs-6hp1_huBQktU9XiieKiNKBs', 'width': 3871}]",ChIJeZ0RHcNRqEcRZfunLIjlWuY,"{'compound_code': 'G9CQ+5C Berlin', 'global_code': '9F4MG9CQ+5C'}",4.0,ChIJeZ0RHcNRqEcRZfunLIjlWuY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1176.0,"Friedrichstraße 100, Berlin",supermarkt,0.07,"52.522036826906415, 13.384972056467369",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5235687, 'lng': 13.3872835}, 'viewport': {'northeast': {'lat': 52.52492847989272, 'lng': 13.38880992989272}, 'southwest': {'lat': 52.52222882010728, 'lng': 13.38611027010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Mulberry Company GmbH,,,ChIJzR4t2elRqEcRuMe39m20PEE,"{'compound_code': 'G9FP+CW Berlin', 'global_code': '9F4MG9FP+CW'}",0.0,ChIJzR4t2elRqEcRuMe39m20PEE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",0.0,"Friedrichstraße 133, Berlin",supermarkt,0.07,"52.522036826906415, 13.384972056467369",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5204606, 'lng': 13.3885857}, 'viewport': {'northeast': {'lat': 52.52186642989273, 'lng': 13.38974802989272}, 'southwest': {'lat': 52.51916677010728, 'lng': 13.38704837010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 2903, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108564775745102090173"">Xiaoqiu QIU</a>'], 'photo_reference': 'Aap_uECmjUJs3vzRTXif-h1a-pyH5xmlp2OpHVFmZUa-UNHxGQ8dwtdnzl623PjiYLkhy7QODHnQw6EbYhXb-_tovFfzQIlup_8Ji0fMJGYYLf24XXv9YI72wxMIxfYKgJqkt-8BreF7LlGfzFBhTKk6WEQqjiB9vZ2jZOigHPapNCiVHKE', 'width': 3871}]",ChIJeZ0RHcNRqEcRZfunLIjlWuY,"{'compound_code': 'G9CQ+5C Berlin', 'global_code': '9F4MG9CQ+5C'}",4.0,ChIJeZ0RHcNRqEcRZfunLIjlWuY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1176.0,"Friedrichstraße 100, Berlin",supermarkt,0.07,"52.522036826906415, 13.387034632859729",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5200014, 'lng': 13.3880047}, 'viewport': {'northeast': {'lat': 52.52126187989273, 'lng': 13.38922437989272}, 'southwest': {'lat': 52.51856222010728, 'lng': 13.38652472010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA City Markt,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808654998046341741"">Luke Biernbaum</a>'], 'photo_reference': 'Aap_uEChA9JYQLNmDbNFEShGuwpMp4SdqMbNliApypQS28J5U7UL9ACSYU7sphHFisOdFiaWtIrA60JonUwZtjXrXx7pQrgTu_5Wc6fKih_Q4uhH2AbaqhBQyxVA-Jh8Fu0d0nQJvq7EFw6M2U_6FIJ9NeytmHTKP01XlKfRn2PlP72_Bsm_', 'width': 4032}]",ChIJ8xxleelRqEcRtn5gqyNhHvA,"{'compound_code': 'G9CQ+26 Berlin', 'global_code': '9F4MG9CQ+26'}",4.0,ChIJ8xxleelRqEcRtn5gqyNhHvA,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2195.0,"Friedrichstraße 142, Berlin",supermarkt,0.07,"52.522036826906415, 13.387034632859729",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5228256, 'lng': 13.3875301}, 'viewport': {'northeast': {'lat': 52.52422907989272, 'lng': 13.38898762989272}, 'southwest': {'lat': 52.52152942010728, 'lng': 13.38628797010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,BIO COMPANY Friedrichstraße,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105000430589858068168"">Talib Addawood</a>'], 'photo_reference': 'Aap_uEC67femTOYMNsuupqfgbaL_R2O06e9JVvMD2tGAB4Mrv6HSGBYxWDoSChpbW-o4d3NdptWh1YX66_u4vPjddGFPLM6jD7tXZBGfb9ssYWCC4yLqaKuEUo7SR0kzqKBf_JsqttZ2Cy7FGrxxxJ4islwa-zXrbXcXFtHLB9hOAYjZX-oe', 'width': 4608}]",ChIJoxBcesJRqEcRuL0eD52W6Ow,"{'compound_code': 'G9FQ+42 Berlin', 'global_code': '9F4MG9FQ+42'}",3.8,ChIJoxBcesJRqEcRuL0eD52W6Ow,GOOGLE,"['bakery', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.0,"Friedrichstraße 136, Berlin",supermarkt,0.07,"52.522036826906415, 13.387034632859729",Berlin-Mitte,Germany
3,OPERATIONAL,"{'location': {'lat': 52.5235687, 'lng': 13.3872835}, 'viewport': {'northeast': {'lat': 52.52492847989272, 'lng': 13.38880992989272}, 'southwest': {'lat': 52.52222882010728, 'lng': 13.38611027010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Mulberry Company GmbH,,,ChIJzR4t2elRqEcRuMe39m20PEE,"{'compound_code': 'G9FP+CW Berlin', 'global_code': '9F4MG9FP+CW'}",0.0,ChIJzR4t2elRqEcRuMe39m20PEE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",0.0,"Friedrichstraße 133, Berlin",supermarkt,0.07,"52.522036826906415, 13.387034632859729",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5204606, 'lng': 13.3885857}, 'viewport': {'northeast': {'lat': 52.52186642989273, 'lng': 13.38974802989272}, 'southwest': {'lat': 52.51916677010728, 'lng': 13.38704837010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 2903, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108564775745102090173"">Xiaoqiu QIU</a>'], 'photo_reference': 'Aap_uEBTekxvHAsXR60wEv93GYNE0RPWWPcoho8y3YA6DZ6xKQZipuEcwA7iXjWgdVfTxtmuJtc3LRfAwGX_7IWQ85knEAQLtq4KV1i2RFHYJqK4TgbWJABHHMcB-C7cgBxcebzVn1WON2rJGvOOJZEPtRzNn6lKye_lhzCbjYPU-ninLc8', 'width': 3871}]",ChIJeZ0RHcNRqEcRZfunLIjlWuY,"{'compound_code': 'G9CQ+5C Berlin', 'global_code': '9F4MG9CQ+5C'}",4.0,ChIJeZ0RHcNRqEcRZfunLIjlWuY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1176.0,"Friedrichstraße 100, Berlin",supermarkt,0.07,"52.522036826906415, 13.389097209252089",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5200014, 'lng': 13.3880047}, 'viewport': {'northeast': {'lat': 52.52126187989273, 'lng': 13.38922437989272}, 'southwest': {'lat': 52.51856222010728, 'lng': 13.38652472010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA City Markt,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808654998046341741"">Luke Biernbaum</a>'], 'photo_reference': 'Aap_uEAmnr6lLu9HcHQ8D4kmhWBpTbDQM1lo7dY4J10iTvcdZsGzs47djj238F8syxtLCBlyY06GPY0t9UYO5fEnzD8YFtyroO6DLjU35sWqa62mNtKpyEwPuWRE5a5rwn4bj0NY5Nxm7DNx7SgtjkGtuXdte4dYg4rwYXE5L71ajJl4rrVG', 'width': 4032}]",ChIJ8xxleelRqEcRtn5gqyNhHvA,"{'compound_code': 'G9CQ+26 Berlin', 'global_code': '9F4MG9CQ+26'}",4.0,ChIJ8xxleelRqEcRtn5gqyNhHvA,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2195.0,"Friedrichstraße 142, Berlin",supermarkt,0.07,"52.522036826906415, 13.389097209252089",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5228256, 'lng': 13.3875301}, 'viewport': {'northeast': {'lat': 52.52422907989272, 'lng': 13.38898762989272}, 'southwest': {'lat': 52.52152942010728, 'lng': 13.38628797010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,BIO COMPANY Friedrichstraße,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105000430589858068168"">Talib Addawood</a>'], 'photo_reference': 'Aap_uEDhDfkmtGHpka-SJTGT6uFgG0EblUCCG6ihwsUZHhgT3w0Kpcpfl0ZKB472xiBmIGMBACQHysE2Z8kQCx_Ez0LPI6qE0B0AiPJ0PC7osj5FuQc837rR6XKaH69LcgHd38lMuJSUW_7nNNVvGN0c6A8ZDrsTnh5x2T9_PuRZpgJUtTYC', 'width': 4608}]",ChIJoxBcesJRqEcRuL0eD52W6Ow,"{'compound_code': 'G9FQ+42 Berlin', 'global_code': '9F4MG9FQ+42'}",3.8,ChIJoxBcesJRqEcRuL0eD52W6Ow,GOOGLE,"['bakery', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.0,"Friedrichstraße 136, Berlin",supermarkt,0.07,"52.522036826906415, 13.389097209252089",Berlin-Mitte,Germany
3,OPERATIONAL,"{'location': {'lat': 52.5235687, 'lng': 13.3872835}, 'viewport': {'northeast': {'lat': 52.52492847989272, 'lng': 13.38880992989272}, 'southwest': {'lat': 52.52222882010728, 'lng': 13.38611027010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Mulberry Company GmbH,,,ChIJzR4t2elRqEcRuMe39m20PEE,"{'compound_code': 'G9FP+CW Berlin', 'global_code': '9F4MG9FP+CW'}",0.0,ChIJzR4t2elRqEcRuMe39m20PEE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",0.0,"Friedrichstraße 133, Berlin",supermarkt,0.07,"52.522036826906415, 13.389097209252089",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5204606, 'lng': 13.3885857}, 'viewport': {'northeast': {'lat': 52.52186642989273, 'lng': 13.38974802989272}, 'southwest': {'lat': 52.51916677010728, 'lng': 13.38704837010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 2903, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108564775745102090173"">Xiaoqiu QIU</a>'], 'photo_reference': 'Aap_uECTb-rzrVIhhunjkdOoy5IHArubJbR3ot0wn-HGnhZRoXjKkooOTlDFhZp7juiGrQ33yiDarzVd6eoSRC4q9hxLyBbpaaCNJ3P_0_DJSBom5vnOILwwNe556zqRJOM2lsUw96y1ToSBNlOW6MSjDpG4HB84Pst_17kRcbcXZ7B4I1g', 'width': 3871}]",ChIJeZ0RHcNRqEcRZfunLIjlWuY,"{'compound_code': 'G9CQ+5C Berlin', 'global_code': '9F4MG9CQ+5C'}",4.0,ChIJeZ0RHcNRqEcRZfunLIjlWuY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1176.0,"Friedrichstraße 100, Berlin",supermarkt,0.07,"52.522036826906415, 13.391159785644449",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5200014, 'lng': 13.3880047}, 'viewport': {'northeast': {'lat': 52.52126187989273, 'lng': 13.38922437989272}, 'southwest': {'lat': 52.51856222010728, 'lng': 13.38652472010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA City Markt,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808654998046341741"">Luke Biernbaum</a>'], 'photo_reference': 'Aap_uEAUSrEvA5ci4JP--vsxh6geLmTMNoLfGS7SEYfHFvvHQzDE0s0GyEVIGIzffYy01S0Zq3NtmLGybXlkJFAlzQfNrn6fAUYTexizwcNh7uXrrjMtGY_vA3SEFaF3c41OoGFrCliWuAJz0dQ-1EgBNEwbIv6avBFsfbSpcl-P1qdQrYSE', 'width': 4032}]",ChIJ8xxleelRqEcRtn5gqyNhHvA,"{'compound_code': 'G9CQ+26 Berlin', 'global_code': '9F4MG9CQ+26'}",4.0,ChIJ8xxleelRqEcRtn5gqyNhHvA,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2195.0,"Friedrichstraße 142, Berlin",supermarkt,0.07,"52.522036826906415, 13.391159785644449",Berlin-Mitte,Germany
